task_id,correct_answer,llm_answer,llm_response,matched
Fix parameter parsing for sqrbot,1.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Fix parameter parsing for sqrbot<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Update DM C++ Style Guide to prefer nullptr to 0 and NULL,0.1,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Update DM C++ Style Guide to prefer nullptr to 0 and NULL<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
test failure due to esutil/numpy problem,2.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
test failure due to esutil/numpy problem<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Update ctrl_stats to support Pegasus output,12.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Update ctrl_stats to support Pegasus output<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Improve management of qserv-run-dir in start/stop scripts.,2.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Improve management of qserv-run-dir in start/stop scripts.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Replace GKE Ingress controller with nginx/haproxy,4.0,10,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Replace GKE Ingress controller with nginx/haproxy<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 10<|eot_id|>",False
Allow disabling adding underscores to pybind11 library names,0.5,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Allow disabling adding underscores to pybind11 library names<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
Link SublimeText clang-format setup instructions in docs,1.0,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Link SublimeText clang-format setup instructions in docs<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
bug in utility class method objetArrayToJsonSring for Projection unit test ,1.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
bug in utility class method objetArrayToJsonSring for Projection unit test <|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Retire DMTN-024,0.1,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Retire DMTN-024<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Update pipelines.lsst.io installation docs for 12.1 release,0.5,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Update pipelines.lsst.io installation docs for 12.1 release<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
Update the Pipeline data product diagram,3.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Update the Pipeline data product diagram<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
validate_drp example/runDecamTest.sh broken on decam dataset,0.5,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
validate_drp example/runDecamTest.sh broken on decam dataset<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Add Integer 18 option to the creation of mocked RAW images,5.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Add Integer 18 option to the creation of mocked RAW images<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
ISR fails in overscan for HSC visit=90738 ccd=33,1.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
ISR fails in overscan for HSC visit=90738 ccd=33<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Investigate and fix Logstash closing ports,1.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Investigate and fix Logstash closing ports<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Software version/configuration introspection needed for Qserv deployments,4.0,6,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Software version/configuration introspection needed for Qserv deployments<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 6<|eot_id|>",False
Create Terraform deployment for RabbitMQ,3.5,3,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Create Terraform deployment for RabbitMQ<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 3<|eot_id|>",False
Identify initial set of key-values pair for LSST exposures,14.0,5,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Identify initial set of key-values pair for LSST exposures<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 5<|eot_id|>",False
Add Data Management Policy page/doc to developer.io  documentation,2.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Add Data Management Policy page/doc to developer.io  documentation<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Define mechanism and services for gathering metadata header information for LSST images,15.0,8,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Define mechanism and services for gathering metadata header information for LSST images<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 8<|eot_id|>",False
Improve Technote Creation Reliability,5.0,10,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Improve Technote Creation Reliability<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 10<|eot_id|>",False
Investigate file sizes for inputs and outputs for L1using mock.,4.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Investigate file sizes for inputs and outputs for L1using mock.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Update XRootD from upstream,1.0,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Update XRootD from upstream<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
Remote api issues,8.0,3,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Remote api issues<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 3<|eot_id|>",False
add support for generic Time Series tables in the  TS Viewer,10.0,4,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
add support for generic Time Series tables in the  TS Viewer<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 4<|eot_id|>",False
Metricdeviation parameters are wrong,0.5,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Metricdeviation parameters are wrong<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Fix all jointcal header multiple-inclusion #defines,1.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Fix all jointcal header multiple-inclusion #defines<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Using C++ Templates doc has mangled line numbers in example,1.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Using C++ Templates doc has mangled line numbers in example<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Interface forced-photometry procedure with Firefly in PDAC v1,10.0,6,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Interface forced-photometry procedure with Firefly in PDAC v1<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 6<|eot_id|>",False
Make lsst-build reuse buildIDs if nothing's changed,1.0,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Make lsst-build reuse buildIDs if nothing's changed<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
FitsDownloadDialog.js has bugs,3.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
FitsDownloadDialog.js has bugs<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
subaru config/Mosaic.py has bad filterMap names,0.5,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
subaru config/Mosaic.py has bad filterMap names<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
SpherePoint throws wrong exception for invalid arguments,1.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
SpherePoint throws wrong exception for invalid arguments<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
afw catalog asAstropy fails due to multiple columns of same name,1.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
afw catalog asAstropy fails due to multiple columns of same name<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
lsst_py3 CI failure due to meas_extensions_ngmix,2.0,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
lsst_py3 CI failure due to meas_extensions_ngmix<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
Please serve the ndarray tutorial somewhere,1.0,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Please serve the ndarray tutorial somewhere<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
Make astrometry distortion model configurable,4.0,3,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Make astrometry distortion model configurable<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 3<|eot_id|>",False
Document required autopep8 minimum version,0.1,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Document required autopep8 minimum version<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
Add Doxygen documentation on rebuilds,20.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Add Doxygen documentation on rebuilds<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Update lsst_dm_stack_demo on macOS following DM-903,0.25,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Update lsst_dm_stack_demo on macOS following DM-903<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Resolve variances and/or provide narratives for LSST ME 17-02,2.0,5,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Resolve variances and/or provide narratives for LSST ME 17-02<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 5<|eot_id|>",False
Resolve variances and/or provide narratives for LSST ME 17-03,2.0,5,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Resolve variances and/or provide narratives for LSST ME 17-03<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 5<|eot_id|>",False
Resolve variances and/or provide narratives for LSST ME 17-04,2.0,5,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Resolve variances and/or provide narratives for LSST ME 17-04<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 5<|eot_id|>",False
DRP monthly narrative for February 2017,1.5,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
DRP monthly narrative for February 2017<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
DRP monthly narrative for March 2017,1.5,5,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
DRP monthly narrative for March 2017<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 5<|eot_id|>",False
DRP monthly narrative for April 2017,1.5,5,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
DRP monthly narrative for April 2017<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 5<|eot_id|>",False
Migrate meas_algorithms to modern afwDisplay,1.0,8,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Migrate meas_algorithms to modern afwDisplay<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 8<|eot_id|>",False
Move activemq packages to legacy status,0.5,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Move activemq packages to legacy status<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Fix order-of-arguments to SingleFrameMeasurementTask.run() in meas_extensions_ngmix,0.25,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Fix order-of-arguments to SingleFrameMeasurementTask.run() in meas_extensions_ngmix<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Remove calibrateTask.py example from Stack (for now),0.25,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Remove calibrateTask.py example from Stack (for now)<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Remove runIsrTask.py example from Stack (for now),0.25,3,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Remove runIsrTask.py example from Stack (for now)<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 3<|eot_id|>",False
new EUPS release w/ tarball fixes,0.1,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
new EUPS release w/ tarball fixes<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
update lsstsw/newinstall EUPS version,0.2,0,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
update lsstsw/newinstall EUPS version<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 0<|eot_id|>",False
mangle OSX EUPS tarball shebang paths,2.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
mangle OSX EUPS tarball shebang paths<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
automate generation of OSX/linux tarball packages,15.0,5,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
automate generation of OSX/linux tarball packages<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 5<|eot_id|>",False
add tarball production to weekly tag/release jenkins' job,15.0,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
add tarball production to weekly tag/release jenkins' job<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
setup new EUPS_PKGROOT(s) for OSX/linux tarballs,5.5,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
setup new EUPS_PKGROOT(s) for OSX/linux tarballs<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Cleanup pybind11 code in meas_deblender,1.0,2,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Cleanup pybind11 code in meas_deblender<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 2<|eot_id|>",False
Move qserv-testdata.py to qserv_testdata package,2.5,1,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Move qserv-testdata.py to qserv_testdata package<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 1<|eot_id|>",False
Create metric definitions package,6.3,5,"<|begin_of_text|><|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 26 July 2024

You are an expert software development effort estimator. Given a software development issue summary, predict the effort in story points.<|eot_id|><|start_header_id|>user<|end_header_id|>

### Summary:
Create metric definitions package<|eot_id|><|start_header_id|>assistant<|end_header_id|>

My estimated story point is: 5<|eot_id|>",False
